<Trace>
417
D1 470:530(7)
X	Y	
368	22803.3535
369	22763.252
370	22868.5215
371	23189.3555
372	23105.1367
373	22939.707
374	23257.5352
375	22991.8418
376	23014.9
377	22809.37
378	22574.77
379	22730.166
380	22854.4863
381	22906.6211
382	22722.1465
383	22582.79
384	22909.6289
385	22620.8867
386	22972.793
387	22930.6836
388	22538.6777
389	22646.9531
390	22720.14
391	22610.8613
392	22965.7734
393	22817.39
394	22639.9355
395	22672.0176
396	22692.0684
397	22503.5879
398	22425.39
399	22355.2129
400	22565.7461
401	22298.0684
402	22738.1875
403	22508.6016
404	22418.3711
405	22682.043
406	22374.26
407	22605.8477
408	22334.16
409	22680.0371
410	22561.7363
411	22489.5527
412	22678.0332
413	22616.877
414	22455.4668
415	22604.8457
416	22242.93
417	22361.2285
</Trace>
